weekly_self_study_hours,attendance_percentage,class_participation,total_score
15.6,94.3,4.7,73.6
18.2,87.8,5.9,100.0
25.2,93.1,7.3,100.0
19.9,81.8,4.3,76.5
20.5,88.2,5.8,97.6
15.6,75.9,6.0,86.9
24.9,85.0,5.0,100.0
17.9,98.2,6.5,90.3
9.0,83.5,5.4,71.0
24.8,87.0,4.8,100.0
19.9,84.4,5.7,88.0
11.9,94.1,5.2,73.0
11.6,84.0,9.1,81.2
17.1,75.5,9.1,89.9
18.2,83.1,10.0,99.2
16.4,95.7,6.9,81.8
17.2,83.8,8.7,100.0
26.9,85.7,5.9,100.0
22.5,76.4,4.7,100.0
16.3,66.0,0.7,87.7
21.6,95.2,5.2,100.0
7.8,75.3,4.1,74.9
17.8,95.7,5.1,84.8
27.7,85.9,3.3,100.0
13.5,78.7,7.2,88.6
9.1,75.4,10.0,59.1
10.4,100.0,4.3,78.5
7.4,88.3,6.1,64.9
9.5,91.5,9.0,82.8
12.4,93.1,4.7,61.1
5.2,80.4,2.4,64.3
15.1,82.7,8.1,92.1
21.3,88.5,10.0,100.0
8.6,72.2,5.2,71.3
25.6,61.8,4.3,100.0
18.6,88.9,5.1,92.3
22.2,89.4,3.4,100.0
10.4,98.8,5.8,64.5
21.0,97.0,4.8,94.7
7.4,83.3,6.0,47.3
21.2,90.7,6.6,98.6
16.2,68.1,6.7,78.6
18.9,69.1,5.0,100.0
6.8,92.0,5.9,73.3
8.7,86.5,4.6,66.7
19.2,100.0,2.9,100.0
8.4,95.4,3.6,73.0
18.2,100.0,5.2,92.9
5.4,83.9,3.4,56.5
20.9,89.8,4.8,94.3
6.4,86.5,3.2,50.1
18.9,92.1,0.6,100.0
19.4,89.5,7.3,98.9
10.1,78.6,7.1,82.1
19.1,70.4,8.1,93.1
16.8,92.1,4.7,78.0
11.2,85.0,6.3,83.3
7.9,86.8,8.9,62.8
1.3,100.0,8.0,69.0
17.4,93.5,1.0,90.5
4.0,82.4,8.4,73.6
15.7,85.8,5.7,92.5
13.2,98.1,6.2,85.3
19.8,88.6,9.0,100.0
12.9,93.0,6.6,74.7
12.7,75.0,6.8,90.1
20.1,80.8,4.1,100.0
17.3,81.7,6.7,89.9
17.2,91.4,4.5,99.2
18.3,98.4,4.9,88.1
4.3,92.9,7.6,79.4
20.3,92.2,4.6,100.0
19.3,88.9,5.4,74.6
7.9,100.0,4.1,76.9
13.3,91.2,4.3,73.1
14.7,81.6,5.0,81.2
14.1,83.0,2.6,99.9
17.3,77.8,7.7,100.0
25.0,80.7,8.3,100.0
22.6,77.5,3.7,100.0
5.8,75.5,6.3,63.4
19.4,89.2,6.0,100.0
24.3,92.5,7.1,100.0
17.7,73.8,4.6,96.4
22.6,82.7,3.2,95.0
29.1,74.5,3.7,100.0
22.2,95.2,6.2,100.0
16.7,77.9,5.3,100.0
22.3,70.2,7.8,100.0
16.0,93.5,6.1,97.8
15.2,94.6,5.9,82.7
12.5,69.1,5.5,66.6
25.9,78.8,10.0,100.0
9.3,100.0,8.6,84.1
25.7,71.3,7.3,100.0
18.5,71.3,5.3,93.7
5.2,74.5,5.6,72.7
17.6,72.8,4.2,100.0
0.3,90.7,7.0,50.0
19.4,94.7,6.9,100.0
21.2,71.4,9.3,100.0
10.9,99.7,7.8,90.0
15.9,70.0,4.0,83.0
28.7,87.1,8.5,100.0
11.5,91.7,6.3,74.2
7.6,100.0,3.9,67.9
25.4,100.0,4.6,100.0
28.7,78.0,6.0,100.0
15.0,90.9,6.4,81.8
22.1,81.3,6.8,99.7
24.4,100.0,10.0,100.0
9.8,72.6,2.3,80.0
11.6,80.0,5.0,56.7
23.6,72.3,4.0,100.0
26.8,80.9,8.8,100.0
18.9,78.2,5.6,100.0
8.8,71.4,6.1,81.0
28.9,87.2,5.6,100.0
11.3,84.9,5.6,72.1
12.7,97.7,6.3,82.1
17.4,100.0,7.4,96.4
25.9,85.2,6.9,100.0
21.0,74.6,5.2,100.0
17.9,87.6,8.2,100.0
18.2,77.8,6.9,95.0
15.3,79.2,8.7,81.9
18.9,71.3,9.6,71.2
0.0,83.4,6.4,55.4
12.9,79.2,5.5,75.4
16.7,78.3,3.2,83.2
6.9,85.3,4.8,64.5
17.7,99.5,6.2,96.1
13.6,69.5,6.3,99.8
27.3,100.0,8.7,100.0
26.0,78.2,4.2,99.2
11.7,94.8,4.5,91.2
13.9,77.0,4.9,78.1
14.5,97.1,7.3,86.3
11.8,74.1,5.5,69.8
16.4,90.3,4.6,97.5
9.7,78.6,6.0,89.0
7.1,100.0,6.4,66.1
19.4,86.9,3.8,100.0
19.4,80.6,6.7,94.1
9.4,98.6,3.1,85.3
21.3,100.0,7.0,96.2
10.6,88.6,5.0,79.1
16.8,88.3,9.1,84.7
20.7,86.5,0.0,100.0
14.8,84.0,2.4,87.0
18.2,94.9,4.9,89.5
11.4,97.7,5.7,88.0
13.6,74.7,5.5,98.2
13.6,72.7,9.2,86.0
9.8,76.3,10.0,79.7
13.8,97.5,5.5,73.3
4.2,97.1,5.8,62.8
11.6,80.0,5.3,76.9
13.0,81.8,8.6,91.0
13.2,69.4,1.1,85.3
13.3,83.2,7.4,89.2
14.6,92.3,7.2,95.8
18.4,96.3,4.0,99.2
21.1,73.7,7.0,92.2
10.5,80.1,5.8,68.9
6.6,76.8,4.6,89.3
7.7,94.9,8.8,65.7
11.6,82.0,8.4,72.2
12.5,90.6,6.5,81.6
9.6,83.6,2.7,75.6
5.9,99.1,8.8,61.6
11.8,83.9,5.7,87.4
16.3,83.7,8.4,99.0
19.2,88.4,5.7,100.0
11.1,86.7,5.6,74.0
12.1,78.7,7.9,92.7
8.5,96.2,5.6,70.0
14.8,76.3,4.5,68.7
9.1,82.4,8.3,66.2
19.0,79.7,6.9,99.3
2.5,73.6,5.3,57.0
12.5,74.8,5.6,84.5
17.1,95.1,8.3,83.3
16.3,93.2,7.1,86.7
33.9,72.7,8.2,100.0
17.4,77.4,7.3,90.4
8.0,80.0,7.1,58.2
14.3,87.4,9.0,86.5
2.6,89.2,5.8,54.6
14.4,81.1,3.4,100.0
9.2,82.4,4.6,75.4
21.4,79.1,10.0,92.4
11.2,72.8,5.6,80.8
14.2,82.0,6.0,86.4
10.6,70.4,4.7,82.4
27.2,67.2,5.0,100.0
12.8,83.9,8.0,72.2
27.8,72.7,8.7,100.0
20.7,77.3,4.4,100.0
18.4,81.4,9.4,96.7
17.6,78.1,8.1,86.2
17.8,97.9,4.5,98.2
1.5,98.3,5.0,43.2
13.0,66.0,7.3,84.4
20.9,85.7,6.0,84.6
14.7,97.1,4.1,97.0
5.2,83.7,8.6,65.1
14.6,69.8,6.5,86.1
26.9,68.8,4.8,100.0
23.7,80.8,5.3,100.0
14.6,100.0,4.1,67.0
21.7,84.5,4.6,93.7
12.4,76.9,1.9,77.6
3.1,90.1,5.5,44.8
8.5,98.0,6.5,63.7
25.9,74.0,5.3,100.0
13.1,87.0,7.8,80.1
13.3,96.1,9.1,88.8
12.9,81.4,5.0,93.0
28.3,73.9,5.3,100.0
26.4,63.1,7.2,100.0
30.5,83.3,10.0,100.0
13.9,86.7,7.2,82.6
17.1,80.1,7.9,100.0
4.4,89.9,6.6,61.4
25.3,82.6,6.3,100.0
6.8,100.0,7.8,64.5
16.5,85.7,3.6,100.0
7.3,93.4,2.9,61.4
10.9,95.3,4.0,91.4
9.1,79.2,7.4,73.1
10.7,73.4,5.3,89.3
11.2,100.0,4.0,60.6
11.2,65.4,5.5,84.3
20.8,76.7,8.8,98.6
7.3,88.0,6.0,71.6
16.5,96.1,6.6,73.2
23.5,91.9,6.0,100.0
11.4,76.5,7.4,86.6
10.0,90.1,8.9,64.5
13.4,71.6,6.0,71.9
23.3,72.5,8.6,93.5
16.4,78.4,4.8,83.5
11.3,74.0,8.6,79.8
18.4,88.8,7.8,95.5
7.3,86.8,7.2,47.7
19.8,79.9,9.2,100.0
17.9,88.5,7.9,85.5
12.8,96.3,6.5,82.9
9.1,75.6,9.2,71.7
8.8,78.5,5.7,60.3
18.7,79.5,5.2,91.3
23.6,91.9,3.7,100.0
10.5,100.0,4.0,76.7
18.2,93.5,8.0,89.4
0.4,82.7,7.2,50.8
10.9,83.5,3.6,83.8
14.8,83.7,3.8,73.8
8.6,66.2,3.2,60.8
8.4,80.4,4.3,73.8
10.3,80.2,5.6,74.8
17.0,71.6,4.3,73.5
13.7,100.0,3.8,90.7
0.0,73.6,7.0,51.1
0.2,85.5,7.9,66.0
10.8,87.4,6.6,74.6
18.2,81.8,4.5,96.0
0.0,91.1,7.0,68.0
11.5,75.7,7.1,86.1
11.3,74.9,3.8,78.1
24.7,88.8,3.4,100.0
12.3,84.3,8.6,87.4
17.7,74.0,8.4,74.1
16.0,91.8,5.2,90.3
0.1,75.7,7.8,52.1
20.4,100.0,5.0,100.0
16.5,68.7,8.4,88.5
18.6,83.9,7.6,98.7
40.0,75.7,4.2,100.0
0.4,98.6,7.4,51.7
27.1,82.2,6.2,100.0
13.0,97.8,5.1,64.6
17.0,69.1,9.2,82.3
14.7,97.7,6.5,69.4
12.0,99.3,3.1,71.2
11.0,77.6,5.2,76.2
17.3,93.5,7.5,100.0
4.4,81.6,5.9,45.8
20.3,97.0,4.6,100.0
12.1,75.6,7.8,71.7
7.1,85.1,7.3,75.7
11.8,78.3,8.0,84.3
23.8,83.7,5.7,100.0
11.3,92.9,6.7,86.3
17.5,84.3,4.6,100.0
9.9,97.2,7.3,86.9
20.3,81.9,5.1,94.3
19.8,88.0,4.5,100.0
27.9,87.7,4.6,100.0
13.8,75.9,8.4,76.6
19.7,100.0,4.1,97.5
15.7,100.0,5.0,87.7
24.1,86.9,2.0,98.4
10.0,87.8,7.5,79.9
20.2,100.0,5.7,97.1
13.6,83.2,10.0,79.8
14.6,90.3,2.1,73.4
15.6,86.0,7.4,88.3
16.8,70.8,5.5,85.2
14.2,87.8,6.2,75.7
16.5,85.0,6.1,95.6
26.0,75.8,6.5,100.0
21.9,85.6,4.5,100.0
21.1,65.3,4.4,100.0
11.8,95.6,10.0,67.6
8.8,80.5,3.5,61.6
21.7,100.0,6.5,95.1
21.1,93.2,8.9,100.0
25.3,94.3,7.4,100.0
10.8,86.4,4.8,85.3
13.4,87.6,9.3,100.0
3.5,75.4,8.7,65.4
12.3,77.3,6.7,78.8
22.0,81.7,6.7,100.0
11.7,82.1,5.4,68.9
19.5,95.7,3.8,86.3
13.7,86.5,7.2,97.8
17.3,65.5,9.0,96.7
7.0,77.0,5.4,33.8
15.6,94.4,5.8,81.5
0.0,74.3,6.2,66.1
13.7,78.0,7.2,71.9
3.6,83.3,4.6,73.0
23.4,93.5,6.1,93.4
20.4,82.0,7.2,100.0
18.3,81.6,6.4,90.9
25.6,69.3,2.8,100.0
8.4,75.0,3.1,73.5
27.2,92.7,3.9,100.0
21.5,87.1,3.4,100.0
13.3,89.4,8.9,90.6
22.9,67.6,7.1,100.0
7.3,85.2,5.9,71.5
9.2,84.5,4.1,81.1
10.7,82.2,4.2,80.5
11.3,72.3,5.2,78.7
7.6,79.6,6.1,74.0
23.6,100.0,6.7,100.0
13.2,92.0,8.7,87.1
17.5,77.5,4.9,91.4
11.0,84.0,8.2,76.0
2.3,63.1,9.5,67.5
16.9,80.5,5.7,100.0
1.6,80.9,5.6,57.9
14.5,100.0,10.0,92.4
5.4,74.6,7.4,63.9
28.9,96.4,7.0,100.0
21.4,86.4,5.4,96.6
15.7,71.8,5.1,100.0
23.8,96.3,9.6,100.0
9.1,82.7,4.0,94.6
18.8,90.8,5.4,96.8
16.4,100.0,7.2,96.6
16.8,76.8,4.9,79.9
23.9,93.8,8.7,100.0
20.1,77.1,4.7,100.0
17.0,88.1,9.6,86.5
3.4,86.8,8.5,61.2
8.3,85.6,2.5,67.9
14.1,79.7,4.1,74.5
15.7,91.0,4.9,90.1
7.1,83.3,3.9,77.5
31.9,100.0,3.8,100.0
25.6,90.1,3.4,100.0
19.2,81.7,4.8,84.6
15.5,85.7,4.8,88.5
13.5,82.7,9.2,93.6
8.3,89.0,8.5,71.0
15.5,98.2,6.9,93.2
16.8,86.5,8.1,90.2
6.3,88.8,6.8,68.5
17.3,73.9,4.5,83.0
13.9,74.7,2.3,84.3
1.6,84.8,4.6,60.2
9.0,84.0,3.4,79.1
12.1,84.2,4.3,85.3
28.2,69.6,4.9,100.0
18.9,99.4,7.4,91.6
5.7,93.4,5.6,62.6
18.4,94.5,9.3,97.5
4.2,88.0,6.9,54.3
22.6,93.2,3.0,100.0
11.7,98.3,5.8,65.6
14.3,82.4,4.2,81.4
24.3,85.5,6.8,100.0
6.0,84.0,7.0,78.1
5.2,91.6,1.5,75.1
10.9,89.0,5.9,78.0
22.3,74.7,5.2,100.0
4.4,83.4,5.6,68.3
0.0,78.8,9.4,36.8
11.8,94.7,10.0,70.5
18.9,85.6,5.1,100.0
23.4,73.1,3.2,100.0
11.8,92.0,5.9,78.5
12.1,95.8,5.8,75.7
23.1,82.7,3.1,100.0
1.9,82.0,3.1,55.9
12.3,85.8,6.5,75.9
16.3,82.2,7.6,86.7
18.1,85.5,7.2,100.0
11.4,86.6,1.9,65.6
15.2,81.7,5.1,97.6
0.0,94.0,5.4,52.5
10.4,77.5,4.8,66.7
18.2,89.8,7.6,83.9
8.1,70.9,7.2,52.5
15.4,75.5,5.5,88.7
18.1,85.3,5.7,100.0
12.6,91.9,5.4,90.8
16.2,87.8,2.5,89.5
8.3,82.6,7.4,79.7
13.6,91.2,6.0,92.2
19.3,85.7,8.2,96.2
16.1,79.1,3.7,74.4
10.9,73.7,2.6,78.1
16.6,88.4,8.2,100.0
20.0,76.7,3.5,99.1
0.7,94.4,8.0,56.5
23.1,83.2,6.4,100.0
12.6,76.9,8.2,96.8
18.0,91.8,8.4,100.0
23.4,100.0,3.8,100.0
5.4,85.9,3.5,76.9
10.0,90.7,4.2,77.0
13.0,80.9,8.1,90.6
9.5,83.0,6.5,83.8
27.1,80.2,7.0,100.0
9.0,100.0,3.3,63.4
11.1,73.6,4.7,100.0
16.4,81.1,5.7,90.8
6.6,100.0,9.4,42.6
12.2,88.2,5.0,90.8
17.2,79.6,5.1,83.7
12.7,68.5,6.5,100.0
14.3,99.6,4.7,89.1
11.3,89.1,7.6,61.7
4.4,96.6,7.9,61.9
17.3,70.2,10.0,75.2
27.3,79.9,5.6,100.0
15.1,81.3,7.9,85.2
16.6,89.7,8.8,97.2
19.8,89.5,5.5,100.0
6.1,75.7,6.7,70.0
26.9,73.6,9.7,100.0
16.4,99.5,6.2,83.6
26.4,75.1,8.2,100.0
9.9,87.5,7.9,80.8
27.7,85.7,5.1,100.0
20.4,78.7,7.8,95.3
18.9,77.7,5.4,88.9
16.6,92.0,7.4,93.1
13.3,90.9,6.9,83.0
23.4,73.6,5.0,100.0
16.0,84.9,3.9,100.0
1.2,93.1,5.7,64.1
7.2,97.5,8.1,76.9
13.7,68.6,6.1,89.7
17.2,90.2,5.6,100.0
14.6,77.3,7.1,71.7
23.5,91.8,3.7,100.0
1.3,80.8,8.8,44.5
16.0,84.5,2.6,98.0
2.3,86.3,9.6,41.7
20.3,97.3,1.0,100.0
14.3,87.7,5.8,92.0
17.9,76.4,6.5,88.0
9.0,93.8,7.6,68.7
24.0,88.3,7.2,100.0
22.3,90.4,6.9,100.0
19.1,97.4,5.6,77.2
14.1,73.8,10.0,79.1
19.1,88.8,8.4,77.6
10.1,78.7,7.4,74.8
21.0,74.0,10.0,94.1
26.5,70.1,7.9,100.0
22.5,97.7,7.6,100.0
9.9,97.4,6.0,54.9
17.5,69.0,5.9,71.6
5.9,92.6,7.8,54.7
19.0,90.8,6.0,100.0
18.2,92.1,1.2,90.3
1.9,83.0,2.4,69.0
6.9,83.5,5.5,75.7
13.0,91.1,6.2,84.5
12.9,91.2,7.5,100.0
6.5,82.6,3.6,78.5
17.7,72.7,1.8,94.1
16.8,75.1,5.1,94.4
13.6,75.8,2.1,94.4
9.7,80.2,4.7,61.9
22.3,92.2,6.7,100.0
26.6,76.7,4.7,100.0
11.6,81.3,5.7,75.5
10.7,84.3,7.5,100.0
18.4,83.8,4.1,86.8
12.5,70.3,8.2,81.0
14.0,87.6,5.6,87.1
20.2,92.9,8.3,89.9
1.6,100.0,6.5,37.1
24.2,81.3,4.9,100.0
15.5,84.7,8.5,80.5
12.1,93.5,3.8,66.9
14.4,80.3,5.6,81.6
14.7,76.2,5.3,80.8
2.9,80.9,4.9,40.2
25.5,83.7,5.9,100.0
15.3,100.0,8.3,91.2
18.1,85.9,9.7,93.4
21.7,87.1,7.3,100.0
7.9,94.8,6.2,64.0
18.3,93.8,6.3,100.0
13.1,100.0,6.8,79.2
20.9,84.6,4.8,100.0
0.1,94.9,7.5,40.2
14.3,79.3,7.1,79.0
10.8,81.8,8.2,73.0
18.0,80.1,7.5,99.4
18.3,94.4,6.5,83.3
10.0,95.8,1.8,84.9
10.0,81.2,4.6,76.5
14.2,77.7,6.0,90.3
8.7,94.4,6.6,87.3
20.9,99.7,10.0,100.0
12.4,82.1,5.9,70.6
0.0,98.2,4.4,66.5
12.4,85.4,5.1,87.2
7.7,81.5,0.1,52.4
3.6,88.4,5.9,68.6
6.3,94.0,7.8,62.0
15.8,88.9,1.7,90.1
24.3,79.5,7.3,100.0
17.2,76.2,5.1,90.8
10.8,91.7,4.2,78.1
18.2,84.1,4.5,100.0
11.8,91.8,7.0,63.8
10.1,98.9,5.3,90.0
6.9,90.4,7.3,65.6
2.7,71.1,4.1,53.4
12.3,100.0,4.7,90.8
16.1,94.6,3.1,89.0
14.3,91.7,6.7,78.4
12.1,86.7,5.6,93.1
8.4,80.2,5.3,68.4
19.3,84.5,8.0,100.0
5.8,80.0,5.3,74.6
20.4,72.0,5.6,100.0
8.0,87.8,6.0,75.0
9.7,79.4,6.1,93.4
4.7,77.6,9.1,64.9
11.5,66.2,6.2,93.4
21.8,78.1,8.4,100.0
18.6,85.5,5.8,100.0
21.8,94.3,4.8,100.0
18.7,73.8,7.3,84.6
7.3,84.2,8.1,81.9
12.7,100.0,8.3,85.1
9.5,82.4,7.5,75.9
24.3,81.8,4.2,100.0
6.6,88.8,6.0,66.2
21.3,91.6,4.8,100.0
21.3,88.9,3.5,100.0
27.8,81.7,10.0,100.0
12.1,68.0,5.9,53.0
20.0,79.1,8.1,100.0
31.0,72.6,2.3,100.0
10.7,84.3,7.7,82.1
4.3,66.1,4.9,52.3
1.8,100.0,3.9,59.7
20.0,64.2,5.8,85.0
1.8,80.1,5.3,42.4
12.4,84.3,7.6,85.3
18.1,97.3,7.0,89.9
16.3,100.0,6.6,100.0
18.0,85.0,9.5,100.0
16.6,92.0,6.1,82.3
24.0,100.0,4.9,95.4
8.3,88.7,4.1,64.9
10.3,91.4,3.5,56.3
9.6,79.0,7.2,65.0
20.8,80.8,6.7,100.0
21.3,73.2,5.6,91.6
18.2,93.8,5.4,82.3
23.3,77.4,2.6,100.0
6.8,72.9,8.2,70.1
26.7,94.8,6.2,100.0
25.7,70.9,5.4,100.0
20.1,100.0,3.1,97.5
27.5,85.4,6.1,100.0
3.4,99.3,8.1,48.1
11.3,82.4,0.2,63.4
9.9,95.1,5.1,80.6
20.1,88.7,7.0,99.0
7.6,87.5,8.3,70.8
20.3,81.2,1.0,100.0
24.6,95.6,7.3,100.0
19.9,98.2,6.6,86.2
17.0,85.9,5.8,82.4
8.1,78.3,9.6,39.0
9.1,82.0,6.5,81.8
23.7,81.1,4.7,100.0
20.5,86.3,6.6,100.0
14.7,98.1,3.3,94.2
12.1,82.9,7.2,85.9
0.8,86.9,4.4,46.2
7.5,85.4,6.1,69.8
28.4,79.0,4.7,100.0
6.0,92.0,6.9,73.8
16.3,84.7,5.0,82.9
22.1,74.4,4.6,100.0
6.2,90.9,4.1,74.8
16.3,73.7,6.2,84.2
21.6,89.1,5.7,100.0
15.1,69.7,1.1,83.1
35.1,92.3,8.7,100.0
3.3,87.1,4.8,43.6
22.4,92.2,4.1,100.0
13.8,76.6,8.3,95.1
20.4,99.7,8.2,100.0
18.1,83.2,8.5,98.0
9.9,81.7,4.4,71.7
16.6,77.9,5.6,89.2
2.0,90.1,7.4,53.6
19.2,87.8,3.9,85.1
17.1,87.8,8.2,89.5
19.5,100.0,7.8,100.0
22.4,98.3,2.7,100.0
17.6,79.3,3.4,99.5
16.0,83.7,7.2,89.3
8.8,100.0,8.5,75.9
10.0,91.0,4.0,71.1
23.3,74.5,6.3,100.0
25.1,92.3,8.7,100.0
13.3,90.2,1.0,67.7
15.3,76.8,8.2,98.5
8.7,62.8,3.2,83.8
23.2,75.2,6.4,100.0
19.7,93.7,5.6,82.9
28.6,65.6,1.9,100.0
8.9,75.0,6.3,71.0
12.4,67.7,2.7,85.2
16.6,87.3,4.5,100.0
19.5,91.5,5.6,100.0
13.5,94.3,5.1,87.4
8.9,76.8,8.6,65.7
21.2,65.3,4.4,100.0
20.0,91.6,8.0,86.3
8.6,84.6,6.4,73.5
24.5,89.0,8.2,100.0
23.2,71.4,6.3,95.1
15.9,75.5,2.3,100.0
15.6,86.9,8.5,77.9
18.9,64.9,8.3,100.0
9.0,83.2,7.3,74.7
15.2,75.4,5.8,85.9
0.0,100.0,9.8,28.2
21.1,77.8,9.1,100.0
4.1,72.1,6.5,66.6
25.5,100.0,5.3,100.0
12.7,99.3,4.4,94.8
13.5,84.1,2.8,77.4
10.6,97.4,3.9,85.1
13.0,90.2,4.0,89.6
24.9,88.0,6.3,100.0
0.0,88.6,7.5,50.6
23.9,80.5,3.3,94.7
17.4,84.0,4.9,82.1
6.6,83.8,5.6,70.7
7.5,100.0,9.3,50.2
26.7,83.5,8.6,100.0
8.4,93.4,2.9,76.1
6.9,82.7,1.8,69.2
23.0,81.5,7.8,100.0
17.4,90.7,5.4,100.0
8.4,89.9,5.9,53.0
16.5,71.7,4.5,100.0
7.8,84.0,6.8,70.0
22.7,82.9,1.4,100.0
22.4,90.0,4.4,97.0
18.7,100.0,3.4,87.7
17.5,95.8,3.9,98.5
27.3,75.9,6.9,100.0
15.0,96.5,3.1,99.9
6.7,86.8,4.9,50.6
18.1,94.9,3.9,100.0
29.6,85.4,3.2,100.0
7.9,74.6,7.9,84.0
12.5,99.0,5.8,69.9
17.9,69.0,5.8,96.9
14.6,100.0,2.4,89.6
8.1,89.7,4.1,79.7
22.9,84.7,5.5,95.2
31.2,97.4,9.3,100.0
16.4,94.2,4.3,99.4
8.7,85.7,7.3,70.4
4.2,71.8,7.3,48.0
16.8,95.2,3.8,98.5
22.7,75.8,4.9,100.0
18.3,87.0,7.7,85.4
15.0,75.8,6.0,84.5
10.9,80.5,2.5,83.8
7.4,90.9,6.9,70.4
20.8,100.0,4.3,97.7
21.4,63.3,8.9,100.0
4.2,100.0,7.8,69.1
26.1,76.3,6.5,100.0
19.0,93.9,7.2,92.0
24.8,89.0,2.7,100.0
5.6,84.2,7.1,63.0
5.4,71.3,6.7,57.2
14.0,95.9,7.5,64.7
18.5,91.8,5.2,99.3
27.6,77.5,9.6,100.0
19.9,81.5,6.6,100.0
13.3,91.2,6.1,91.8
7.8,74.3,7.0,72.9
23.6,85.7,6.3,89.9
8.2,81.0,8.8,51.6
26.4,81.4,6.6,100.0
13.0,92.1,5.3,77.0
26.1,72.8,3.7,90.8
19.8,77.9,6.2,100.0
14.0,95.7,5.7,89.6
11.4,89.1,10.0,70.8
12.6,82.6,5.2,81.1
18.0,94.3,5.9,85.6
15.5,95.7,6.7,99.9
10.8,96.6,1.1,83.6
13.8,62.7,9.1,75.4
15.6,79.8,10.0,100.0
0.1,80.1,8.1,53.1
18.2,92.0,3.4,76.1
8.1,80.9,9.2,75.0
6.9,68.0,10.0,74.9
3.2,100.0,4.0,62.7
2.4,84.7,8.6,39.2
5.5,81.0,7.8,80.3
10.0,79.7,8.4,66.2
28.7,95.6,4.4,100.0
11.3,93.7,5.1,72.1
16.2,81.1,5.9,100.0
17.8,81.1,8.0,100.0
15.9,90.4,6.4,98.1
14.5,82.2,6.7,90.4
6.6,93.2,6.3,52.5
25.2,96.3,6.5,100.0
27.7,92.8,3.9,100.0
3.2,69.7,2.1,53.1
7.8,66.4,7.8,66.2
13.0,75.4,6.0,88.1
8.2,80.9,3.3,77.8
18.5,74.5,0.4,77.1
9.9,84.5,7.1,77.4
30.2,82.6,4.3,100.0
23.3,95.1,6.8,100.0
16.5,72.3,4.1,99.8
22.2,81.6,4.8,100.0
22.7,67.8,8.3,100.0
11.1,65.1,6.7,70.5
9.3,72.8,9.2,66.5
15.5,91.4,6.4,82.2
21.0,74.4,6.9,100.0
16.0,84.1,8.5,88.6
4.0,84.1,7.5,67.5
9.4,100.0,10.0,63.4
14.5,97.9,9.5,89.2
14.5,73.8,5.1,90.3
28.8,94.6,6.6,100.0
5.3,96.3,8.1,50.4
18.5,85.1,8.3,93.8
25.4,82.5,0.0,100.0
30.9,91.4,6.9,100.0
12.2,84.7,7.8,77.1
18.4,98.2,7.5,100.0
19.0,89.7,4.5,85.9
16.4,80.2,9.6,91.8
14.3,75.9,6.4,92.4
18.1,80.1,6.7,100.0
0.0,95.1,6.6,45.8
19.8,78.5,6.1,100.0
15.9,98.9,5.0,100.0
13.4,79.7,4.7,77.7
29.3,68.4,10.0,100.0
10.3,68.6,5.2,68.0
12.2,77.4,9.3,82.8
28.9,67.8,7.6,100.0
9.2,99.8,3.5,65.7
11.1,100.0,5.7,83.0
14.0,89.9,5.6,74.4
20.9,87.5,7.2,95.1
16.5,83.1,5.3,81.9
6.0,94.5,8.0,84.4
11.3,94.0,4.4,74.9
10.7,79.2,6.2,51.9
14.5,83.5,8.0,79.9
18.0,85.1,7.2,100.0
17.9,84.7,6.4,94.0
2.6,81.1,5.0,63.1
22.4,85.4,5.3,100.0
16.8,84.2,5.2,100.0
24.7,79.4,6.0,100.0
18.1,71.3,6.6,84.9
22.7,89.5,5.2,100.0
18.3,75.1,5.3,82.9
24.4,70.4,10.0,100.0
18.7,81.1,5.3,100.0
14.3,89.2,4.5,68.7
30.9,77.7,4.2,100.0
21.2,60.4,6.6,100.0
19.0,90.9,4.6,99.1
6.1,81.1,6.6,77.8
6.0,85.7,5.5,63.7
17.0,75.3,8.6,91.1
16.0,79.0,5.7,63.3
10.7,96.8,4.4,93.2
16.0,72.4,6.8,85.9
26.1,83.2,7.6,100.0
19.9,72.6,9.9,94.3
7.0,88.4,5.1,60.9
14.2,88.8,7.1,96.7
9.4,77.5,9.1,80.5
12.3,91.5,7.8,98.0
12.1,73.0,4.0,53.7
11.7,97.2,8.1,87.5
6.2,91.7,4.3,59.2
14.1,85.7,7.5,77.0
11.1,73.2,6.9,77.8
0.0,89.3,3.3,51.1
29.4,79.1,3.0,100.0
22.6,96.4,3.4,97.3
12.4,80.3,3.4,79.3
15.1,98.7,4.9,100.0
6.8,94.8,5.7,72.5
26.9,64.4,4.8,100.0
28.3,97.8,10.0,100.0
16.1,76.4,5.4,87.1
22.2,84.8,4.6,100.0
16.2,94.5,2.9,91.3
5.6,94.0,6.6,77.6
12.1,76.0,5.2,76.1
15.9,83.7,1.4,82.9
11.8,89.7,6.3,79.2
13.5,93.6,6.5,100.0
14.4,93.2,2.7,94.5
14.4,80.1,4.6,85.6
15.4,84.3,6.0,89.0
7.6,91.5,6.0,70.7
10.0,74.0,10.0,69.8
6.0,83.3,9.5,63.5
21.8,86.0,7.4,100.0
0.3,91.1,9.4,42.1
23.1,81.1,4.1,100.0
24.7,83.2,5.4,94.5
12.9,69.7,6.6,76.1
0.0,79.9,5.7,38.5
12.5,88.5,7.9,89.7
14.6,91.0,4.1,78.4
7.9,87.8,6.5,75.0
11.4,98.3,9.9,67.9
25.7,77.3,6.8,100.0
19.7,81.1,5.0,100.0
8.5,88.7,7.3,75.5
3.8,80.3,6.3,67.5
