weekly_self_study_hours,attendance_percentage,class_participation,study_attendance_interaction,engagement_score,total_score
5.4,89.8,7.5,484.92,48.65,45.6
26.3,80.5,6.3,2117.15,43.4,100.0
20.8,74.6,3.9,1551.6799999999998,39.25,96.2
22.6,75.0,6.9,1695.0,40.95,100.0
11.8,72.9,8.0,860.2200000000001,40.45,66.2
14.0,72.9,6.6,1020.6000000000001,39.75,92.1
5.0,83.7,8.7,418.5,46.2,61.7
11.3,89.2,7.5,1007.9600000000002,48.35,60.6
18.5,77.9,6.3,1441.15,42.1,94.4
24.1,55.1,4.7,1327.91,29.900000000000002,97.5
7.2,100.0,8.6,720.0,54.3,100.0
12.4,81.4,5.9,1009.3600000000001,43.650000000000006,92.9
13.9,82.1,7.5,1141.19,44.8,84.3
5.2,95.2,7.4,495.04,51.300000000000004,57.5
19.1,83.5,5.4,1594.8500000000001,44.45,93.2
9.9,99.5,8.7,985.0500000000001,54.1,68.6
13.6,82.2,6.0,1117.92,44.1,96.3
11.8,73.2,7.5,863.7600000000001,40.35,64.0
9.5,94.4,8.5,896.8000000000001,51.45,91.6
15.0,83.2,6.3,1248.0,44.75,72.4
13.5,79.3,6.3,1070.55,42.8,66.1
12.4,87.6,5.3,1086.24,46.449999999999996,79.3
9.9,87.3,8.2,864.27,47.75,76.5
17.2,80.1,8.7,1377.7199999999998,44.4,87.5
26.6,72.7,6.7,1933.8200000000002,39.7,100.0
16.0,73.3,6.0,1172.8,39.65,92.9
22.0,77.8,3.6,1711.6,40.699999999999996,93.4
5.3,73.2,5.4,387.96,39.300000000000004,69.3
16.1,100.0,4.3,1610.0000000000002,52.15,93.8
7.3,74.1,2.4,540.93,38.25,74.3
4.7,91.0,8.4,427.7,49.7,66.3
9.8,99.1,4.8,971.1800000000001,51.949999999999996,77.9
23.3,77.8,6.6,1812.74,42.199999999999996,100.0
21.7,89.5,6.3,1942.1499999999999,47.9,99.2
16.7,91.7,4.6,1531.3899999999999,48.15,86.9
4.3,85.8,8.0,368.94,46.9,72.6
13.6,80.2,4.8,1090.72,42.5,74.2
17.1,92.3,7.8,1578.3300000000002,50.05,87.9
16.2,92.1,4.0,1492.0199999999998,48.05,100.0
2.1,81.0,5.5,170.1,43.25,31.0
8.8,98.9,3.8,870.3200000000002,51.35,81.8
14.6,89.0,4.8,1299.3999999999999,46.9,82.8
18.8,83.2,3.3,1564.16,43.25,85.3
0.0,89.6,5.9,0.0,47.75,50.6
13.9,93.0,3.0,1292.7,48.0,82.7
16.0,100.0,8.4,1600.0,54.2,79.7
20.9,86.3,7.8,1803.6699999999998,47.05,100.0
19.9,86.6,5.4,1723.3399999999997,46.0,100.0
19.1,82.6,7.7,1577.66,45.15,100.0
9.4,99.1,5.1,931.54,52.099999999999994,76.7
1.6,89.1,6.0,142.56,47.55,71.5
12.2,73.3,9.0,894.2599999999999,41.15,95.8
22.0,88.9,2.5,1955.8000000000002,45.7,100.0
24.8,83.6,8.7,2073.2799999999997,46.15,92.6
20.0,81.1,3.4,1622.0,42.25,100.0
18.0,89.3,9.5,1607.3999999999999,49.4,84.5
17.7,73.4,8.3,1299.18,40.85,100.0
11.1,93.9,3.7,1042.29,48.800000000000004,65.4
14.1,100.0,5.3,1410.0,52.65,100.0
26.7,95.8,3.6,2557.8599999999997,49.699999999999996,100.0
8.4,87.4,5.7,734.1600000000001,46.550000000000004,79.3
26.3,77.8,9.2,2046.1399999999999,43.5,100.0
12.7,82.6,6.3,1049.02,44.449999999999996,87.7
24.3,95.7,5.2,2325.51,50.45,99.0
5.2,83.5,5.9,434.2,44.7,45.8
19.1,74.9,4.9,1430.5900000000001,39.900000000000006,100.0
9.8,79.0,4.0,774.2,41.5,85.9
5.1,100.0,3.2,509.99999999999994,51.6,62.3
16.5,90.4,0.7,1491.6000000000001,45.550000000000004,75.8
22.1,71.2,7.3,1573.5200000000002,39.25,100.0
9.1,86.0,7.3,782.6,46.65,72.4
4.5,100.0,6.0,450.0,53.0,49.8
14.4,81.4,6.9,1172.16,44.150000000000006,81.5
14.4,91.5,5.9,1317.6000000000001,48.7,94.0
18.8,84.0,5.9,1579.2,44.95,100.0
21.6,72.3,9.3,1561.68,40.8,100.0
14.6,93.2,3.7,1360.72,48.45,90.4
28.0,85.1,5.7,2382.7999999999997,45.4,100.0
16.6,75.9,8.1,1259.9400000000003,42.0,93.7
12.6,90.7,5.6,1142.82,48.15,81.5
3.7,91.9,7.0,340.03000000000003,49.45,60.8
13.2,85.8,2.9,1132.56,44.35,80.7
12.6,91.2,6.8,1149.12,49.0,69.8
21.7,73.4,0.6,1592.78,37.0,100.0
18.2,91.0,7.3,1656.2,49.15,91.4
6.7,81.6,7.5,546.72,44.55,81.1
16.2,85.3,8.5,1381.86,46.9,91.5
19.7,72.6,6.9,1430.2199999999998,39.75,100.0
25.7,71.1,7.5,1827.2699999999998,39.3,100.0
21.2,84.5,5.2,1791.3999999999999,44.85,100.0
20.3,82.4,5.6,1672.7200000000003,44.0,92.5
15.4,79.5,9.5,1224.3,44.5,88.2
17.7,77.4,6.2,1369.98,41.800000000000004,87.6
23.7,83.8,3.9,1986.06,43.85,100.0
5.7,70.0,5.6,399.0,37.8,61.2
12.6,83.1,8.1,1047.06,45.599999999999994,100.0
9.6,100.0,8.3,960.0,54.15,63.2
17.7,70.0,5.8,1239.0,37.9,100.0
23.6,78.6,6.4,1854.96,42.5,96.8
10.8,100.0,3.0,1080.0,51.5,95.6
0.0,83.9,6.7,0.0,45.300000000000004,63.7
12.1,67.9,5.4,821.59,36.650000000000006,81.0
21.4,76.6,7.2,1639.2399999999998,41.9,100.0
18.8,75.0,6.5,1410.0,40.75,97.3
18.0,75.2,5.9,1353.6000000000001,40.550000000000004,98.6
13.0,95.2,6.8,1237.6000000000001,51.0,81.3
6.0,69.3,5.8,415.79999999999995,37.55,52.8
18.6,95.2,5.1,1770.7200000000003,50.15,88.0
9.2,77.2,7.1,710.24,42.15,46.8
30.3,53.2,5.6,1611.96,29.400000000000002,100.0
19.0,88.8,9.4,1687.2,49.1,100.0
10.9,74.3,7.0,809.87,40.65,83.2
10.7,82.8,9.4,885.9599999999999,46.1,93.0
14.3,95.9,6.9,1371.3700000000001,51.400000000000006,85.9
13.3,74.7,6.1,993.5100000000001,40.4,75.0
22.8,77.1,1.6,1757.8799999999999,39.349999999999994,100.0
16.3,84.0,4.8,1369.2,44.4,85.2
9.9,82.4,3.2,815.7600000000001,42.800000000000004,78.6
28.2,99.1,8.0,2794.62,53.55,100.0
15.3,83.5,4.9,1277.55,44.2,94.9
20.4,84.5,4.7,1723.8,44.6,96.2
10.7,73.8,4.0,789.66,38.9,80.3
17.5,80.7,5.1,1412.25,42.9,100.0
17.2,100.0,5.4,1720.0,52.7,82.9
1.8,85.4,5.6,153.72000000000003,45.5,53.2
29.1,71.3,9.6,2074.83,40.449999999999996,100.0
24.0,100.0,7.5,2400.0,53.75,100.0
12.2,90.0,7.9,1098.0,48.95,88.9
7.3,100.0,6.2,730.0,53.1,58.0
17.4,77.2,2.6,1343.28,39.9,100.0
15.6,92.3,4.7,1439.8799999999999,48.5,86.8
17.5,82.5,5.9,1443.75,44.2,78.7
16.3,82.5,3.3,1344.75,42.9,100.0
18.5,100.0,5.6,1850.0,52.8,92.2
25.1,100.0,4.6,2510.0,52.3,100.0
19.0,84.6,5.8,1607.3999999999999,45.199999999999996,98.4
7.7,78.2,2.3,602.14,40.25,62.4
24.5,73.0,9.9,1788.5,41.45,100.0
26.5,71.8,10.0,1902.6999999999998,40.9,100.0
37.1,79.8,3.4,2960.58,41.6,100.0
7.1,87.2,7.3,619.12,47.25,95.0
16.7,84.1,6.7,1404.4699999999998,45.4,88.4
0.4,79.5,4.0,31.8,41.75,45.9
18.9,66.3,7.8,1253.07,37.05,100.0
11.2,92.3,4.7,1033.76,48.5,90.8
28.5,81.6,4.2,2325.6,42.9,100.0
9.6,90.8,4.4,871.68,47.6,76.5
3.2,99.4,6.9,318.08000000000004,53.150000000000006,44.9
11.7,88.2,10.0,1031.94,49.1,86.6
1.2,52.6,2.6,63.12,27.6,64.1
20.3,83.5,9.7,1695.05,46.6,96.7
0.5,68.5,6.1,34.25,37.3,32.6
15.2,82.5,4.9,1254.0,43.7,100.0
0.5,93.4,6.1,46.7,49.75,48.8
12.8,97.4,7.0,1246.7200000000003,52.2,92.0
26.5,100.0,5.7,2650.0,52.85,100.0
17.5,98.1,5.7,1716.75,51.9,92.6
9.0,87.7,2.5,789.3000000000001,45.1,67.8
14.8,100.0,7.5,1480.0,53.75,75.5
15.1,67.2,10.0,1014.72,38.6,81.3
18.3,89.1,5.0,1630.53,47.05,88.3
5.4,79.4,5.3,428.76000000000005,42.35,59.9
19.1,94.8,5.5,1810.68,50.15,100.0
0.0,80.0,3.2,0.0,41.6,50.7
10.6,79.8,5.6,845.88,42.699999999999996,84.1
11.6,68.6,6.8,795.7599999999999,37.699999999999996,94.1
19.4,88.9,6.7,1724.66,47.800000000000004,100.0
15.2,93.4,8.7,1419.68,51.050000000000004,79.1
5.2,90.2,5.0,469.04,47.6,54.8
8.1,85.6,5.5,693.3599999999999,45.55,76.0
16.4,82.5,2.9,1352.9999999999998,42.7,90.9
14.4,74.9,7.8,1078.5600000000002,41.35,98.0
10.9,80.5,7.1,877.45,43.8,67.4
11.6,69.1,6.8,801.56,37.949999999999996,87.1
19.9,76.4,5.2,1520.36,40.800000000000004,100.0
11.4,82.8,4.9,943.92,43.85,77.0
14.4,92.2,2.8,1327.68,47.5,84.9
30.2,91.5,1.5,2763.2999999999997,46.5,100.0
5.0,100.0,6.5,500.0,53.25,58.4
2.0,90.9,7.3,181.8,49.1,39.7
20.5,76.8,4.6,1574.3999999999999,40.699999999999996,100.0
10.2,85.9,6.0,876.18,45.95,83.4
12.8,88.0,5.8,1126.4,46.9,62.7
9.5,80.7,10.0,766.65,45.35,100.0
13.2,78.7,9.0,1038.84,43.85,74.6
26.2,83.6,5.2,2190.3199999999997,44.4,100.0
20.6,83.7,3.8,1724.2200000000003,43.75,100.0
21.0,77.2,4.2,1621.2,40.7,100.0
5.1,94.6,5.6,482.4599999999999,50.099999999999994,64.1
6.9,94.4,6.4,651.3600000000001,50.400000000000006,73.3
0.0,92.8,6.3,0.0,49.55,67.6
9.3,75.5,2.4,702.1500000000001,38.95,73.3
21.7,86.1,5.9,1868.37,46.0,100.0
18.6,72.9,8.6,1355.9400000000003,40.75,100.0
13.4,100.0,5.3,1340.0,52.65,71.3
14.8,81.0,6.1,1198.8,43.55,84.4
10.2,90.9,4.7,927.18,47.800000000000004,62.6
16.4,97.3,4.5,1595.7199999999998,50.9,95.1
20.4,85.3,3.8,1740.12,44.55,100.0
3.7,98.2,6.7,363.34000000000003,52.45,46.8
17.1,86.0,8.5,1470.6000000000001,47.25,80.0
21.5,80.0,3.8,1720.0,41.9,100.0
12.1,71.4,8.7,863.94,40.050000000000004,75.0
19.9,100.0,8.2,1989.9999999999998,54.1,100.0
34.7,90.9,3.4,3154.2300000000005,47.150000000000006,100.0
14.3,100.0,8.1,1430.0,54.05,85.3
17.8,87.5,6.7,1557.5,47.1,99.1
9.8,87.1,4.6,853.58,45.849999999999994,70.7
16.3,94.7,5.3,1543.6100000000001,50.0,79.4
18.2,73.6,1.8,1339.5199999999998,37.699999999999996,92.1
16.4,88.2,5.4,1446.48,46.800000000000004,83.4
7.9,99.7,4.1,787.6300000000001,51.9,87.1
16.4,79.8,7.2,1308.7199999999998,43.5,85.7
25.2,86.5,4.5,2179.7999999999997,45.5,100.0
18.1,75.7,6.2,1370.17,40.95,100.0
21.7,74.4,8.4,1614.48,41.400000000000006,100.0
13.3,61.6,6.2,819.2800000000001,33.9,82.2
20.2,83.9,1.5,1694.78,42.7,94.4
17.0,92.2,5.6,1567.4,48.9,100.0
8.3,72.3,5.5,600.09,38.9,67.9
17.2,88.4,8.9,1520.48,48.650000000000006,82.1
8.1,72.5,4.0,587.25,38.25,81.2
10.6,71.2,2.8,754.72,37.0,63.7
16.3,85.2,5.6,1388.7600000000002,45.4,100.0
17.1,100.0,5.9,1710.0000000000002,52.95,100.0
6.7,90.4,5.4,605.6800000000001,47.900000000000006,78.6
22.4,89.6,3.5,2007.0399999999997,46.55,100.0
19.0,80.9,4.8,1537.1000000000001,42.85,89.2
10.1,76.5,6.8,772.65,41.65,73.1
4.2,74.5,6.4,312.90000000000003,40.45,71.0
14.0,90.0,5.7,1260.0,47.85,91.1
11.9,83.3,6.2,991.27,44.75,89.2
15.8,86.2,6.9,1361.96,46.550000000000004,87.6
12.5,81.9,3.5,1023.7500000000001,42.7,80.1
0.9,73.1,7.7,65.78999999999999,40.4,48.3
12.3,90.4,5.7,1111.92,48.050000000000004,98.9
12.9,83.4,6.2,1075.8600000000001,44.800000000000004,82.3
19.4,80.5,6.6,1561.6999999999998,43.55,96.7
10.1,89.4,7.1,902.94,48.25,63.1
26.8,100.0,4.6,2680.0,52.3,100.0
1.6,76.6,5.3,122.56,40.949999999999996,61.9
24.2,83.0,7.0,2008.6,45.0,100.0
13.4,86.6,7.3,1160.44,46.949999999999996,86.4
21.0,78.7,4.4,1652.7,41.550000000000004,100.0
15.6,86.9,2.9,1355.64,44.900000000000006,98.0
23.0,97.1,4.6,2233.2999999999997,50.849999999999994,98.5
12.3,70.8,8.5,870.84,39.65,88.4
7.3,74.1,9.6,540.93,41.849999999999994,69.1
24.9,71.5,5.6,1780.35,38.55,100.0
14.2,100.0,3.6,1420.0,51.8,81.6
16.6,81.7,8.5,1356.2200000000003,45.1,82.5
23.6,81.3,4.8,1918.68,43.05,100.0
7.8,86.0,8.6,670.8,47.3,84.5
19.2,75.9,5.8,1457.28,40.85,96.0
10.9,85.8,8.5,935.22,47.15,79.5
14.1,85.7,4.7,1208.3700000000001,45.2,81.7
15.5,93.3,5.3,1446.1499999999999,49.3,72.7
4.5,85.9,6.8,386.55,46.35,50.4
9.5,83.2,1.9,790.4,42.550000000000004,81.6
24.5,80.0,5.2,1960.0,42.6,100.0
21.2,82.9,4.4,1757.48,43.650000000000006,93.5
14.6,100.0,8.2,1460.0,54.1,88.0
16.7,89.8,6.8,1499.6599999999999,48.3,94.3
12.9,65.5,6.2,844.95,35.85,79.7
24.5,86.7,4.9,2124.15,45.800000000000004,100.0
13.6,78.0,4.0,1060.8,41.0,83.1
16.6,64.0,4.2,1062.4,34.1,95.0
23.0,81.5,5.0,1874.5,43.25,100.0
9.6,75.8,6.7,727.68,41.25,100.0
25.9,89.0,10.0,2305.1,49.5,100.0
4.3,77.4,6.9,332.82,42.150000000000006,48.6
26.4,92.7,4.5,2447.2799999999997,48.6,100.0
12.4,81.7,10.0,1013.08,45.85,82.4
13.3,91.4,2.6,1215.6200000000001,47.0,84.8
1.8,84.8,7.0,152.64,45.9,44.7
11.8,100.0,7.8,1180.0,53.9,83.5
7.7,83.2,5.7,640.64,44.45,82.4
10.7,84.6,3.1,905.2199999999999,43.849999999999994,84.5
14.0,80.6,5.4,1128.3999999999999,43.0,79.4
21.7,76.0,7.9,1649.2,41.95,100.0
16.5,67.0,6.9,1105.5,36.95,95.9
17.2,88.6,9.0,1523.9199999999998,48.8,83.4
7.3,93.9,10.0,685.47,51.95,60.3
8.8,73.4,9.1,645.9200000000001,41.25,68.4
27.6,75.7,7.9,2089.32,41.800000000000004,100.0
9.9,80.2,3.0,793.98,41.6,59.0
26.6,73.1,8.6,1944.46,40.849999999999994,100.0
13.3,97.6,4.6,1298.08,51.099999999999994,84.5
15.0,99.0,8.2,1485.0,53.6,87.5
22.5,90.1,7.2,2027.2499999999998,48.65,100.0
23.9,87.7,3.1,2096.0299999999997,45.4,100.0
14.2,79.3,6.9,1126.06,43.1,83.3
12.3,73.4,3.9,902.8200000000002,38.650000000000006,78.7
14.6,76.3,4.3,1113.98,40.3,90.5
17.4,98.7,6.3,1717.3799999999999,52.5,92.1
21.2,74.6,4.1,1581.5199999999998,39.349999999999994,100.0
15.0,99.2,5.0,1488.0,52.1,94.4
19.3,100.0,6.5,1930.0,53.25,100.0
26.5,84.4,3.5,2236.6000000000004,43.95,100.0
17.7,78.2,9.4,1384.14,43.800000000000004,83.0
17.2,79.0,1.8,1358.8,40.4,87.3
4.4,75.3,9.2,331.32,42.25,70.7
0.0,77.6,7.6,0.0,42.599999999999994,32.1
17.7,73.3,6.6,1297.4099999999999,39.949999999999996,99.7
14.3,73.6,6.8,1052.48,40.199999999999996,81.8
11.4,91.6,2.1,1044.24,46.849999999999994,78.6
16.7,78.4,5.1,1309.28,41.75,100.0
14.6,65.1,7.4,950.4599999999999,36.25,89.7
22.9,92.2,5.9,2111.38,49.050000000000004,84.5
15.6,86.0,7.7,1341.6,46.85,98.7
9.8,83.9,6.9,822.2200000000001,45.400000000000006,84.5
21.9,100.0,8.4,2190.0,54.2,100.0
13.5,83.4,4.1,1125.9,43.75,90.8
18.7,95.0,8.8,1776.5,51.9,100.0
11.7,97.8,4.2,1144.26,51.0,77.7
10.5,86.0,2.5,903.0,44.25,75.4
15.6,81.7,4.9,1274.52,43.300000000000004,89.6
15.1,70.8,9.0,1069.08,39.9,95.4
18.4,100.0,3.8,1839.9999999999998,51.9,97.5
13.1,97.7,6.5,1279.87,52.1,88.6
2.1,85.2,6.3,178.92000000000002,45.75,57.7
12.0,84.7,5.7,1016.4000000000001,45.2,82.1
20.6,71.4,8.1,1470.8400000000001,39.75,100.0
12.9,79.0,5.5,1019.1,42.25,84.0
13.3,80.6,7.8,1071.98,44.199999999999996,75.5
21.9,85.0,3.6,1861.4999999999998,44.3,100.0
10.0,93.8,4.3,938.0,49.05,78.3
4.2,91.9,7.1,385.98,49.5,55.8
13.9,87.1,6.4,1210.69,46.75,85.5
11.6,100.0,1.9,1160.0,50.95,75.1
8.2,75.6,7.2,619.9199999999998,41.4,83.2
13.8,81.7,5.6,1127.46,43.65,83.0
18.4,90.7,7.8,1668.8799999999999,49.25,95.1
14.9,61.8,5.8,920.8199999999999,33.8,81.4
17.1,83.0,5.6,1419.3000000000002,44.3,98.8
27.7,75.5,6.0,2091.35,40.75,100.0
12.6,67.4,1.6,849.24,34.5,99.6
16.9,93.0,5.1,1571.6999999999998,49.05,77.4
11.4,100.0,4.5,1140.0,52.25,84.3
9.1,88.0,4.6,800.8,46.3,71.1
10.9,85.1,6.9,927.5899999999999,46.0,78.0
11.6,91.4,8.8,1060.24,50.1,82.7
17.5,77.2,5.2,1351.0,41.2,83.8
31.4,74.3,5.2,2333.02,39.75,100.0
10.0,79.4,8.2,794.0,43.800000000000004,71.7
12.1,98.2,6.6,1188.22,52.4,74.8
14.6,80.3,10.0,1172.3799999999999,45.15,79.9
17.8,84.5,6.2,1504.1000000000001,45.35,81.6
16.8,72.8,1.8,1223.04,37.3,76.7
24.0,77.5,7.4,1860.0,42.45,95.4
0.0,82.0,4.7,0.0,43.35,58.5
0.0,90.2,3.5,0.0,46.85,42.8
11.5,90.9,4.9,1045.3500000000001,47.900000000000006,78.7
22.7,92.6,3.6,2102.02,48.099999999999994,100.0
4.0,61.1,8.2,244.4,34.65,53.1
0.0,100.0,5.3,0.0,52.65,51.2
19.0,69.0,5.3,1311.0,37.15,100.0
16.7,72.0,8.0,1202.3999999999999,40.0,86.3
7.4,96.1,10.0,711.14,53.05,60.0
8.1,76.2,4.9,617.22,40.550000000000004,69.0
8.2,75.5,3.5,619.0999999999999,39.5,69.8
15.8,82.0,9.3,1295.6000000000001,45.65,94.2
10.6,87.7,4.6,929.62,46.15,76.3
18.5,90.3,4.6,1670.55,47.449999999999996,100.0
0.0,86.6,4.0,0.0,45.3,41.4
9.0,81.3,5.9,731.6999999999999,43.6,82.0
7.1,85.4,2.6,606.34,44.0,52.5
13.2,94.9,2.9,1252.68,48.900000000000006,78.2
11.2,84.6,3.8,947.5199999999999,44.199999999999996,79.7
20.6,84.3,4.1,1736.5800000000002,44.199999999999996,100.0
2.0,90.9,4.8,181.8,47.85,53.7
15.3,72.6,6.5,1110.78,39.55,91.9
18.9,83.4,4.6,1576.26,44.0,83.2
28.0,92.3,7.1,2584.4,49.699999999999996,100.0
11.6,85.0,5.4,986.0,45.2,73.4
17.3,75.4,4.3,1304.42,39.85,83.0
2.4,100.0,7.7,240.0,53.85,49.2
0.0,90.0,3.2,0.0,46.6,47.9
20.9,95.2,6.0,1989.6799999999998,50.6,99.1
15.0,89.6,6.3,1344.0,47.949999999999996,83.9
23.2,99.1,2.5,2299.12,50.8,78.8
5.4,75.3,6.2,406.62,40.75,68.5
18.6,80.6,5.1,1499.16,42.849999999999994,92.6
28.1,79.5,4.3,2233.9500000000003,41.9,100.0
17.9,83.9,7.9,1501.81,45.900000000000006,92.5
16.9,75.7,5.6,1279.33,40.65,80.2
15.1,74.4,9.9,1123.44,42.150000000000006,76.1
4.0,76.5,7.7,306.0,42.1,65.6
24.5,82.6,8.0,2023.6999999999998,45.3,100.0
10.7,99.8,7.3,1067.86,53.55,69.7
18.5,86.2,3.8,1594.7,45.0,95.7
4.1,66.2,7.4,271.42,36.800000000000004,54.7
6.7,68.9,8.5,461.63000000000005,38.7,80.7
25.0,87.5,6.4,2187.5,46.95,100.0
12.6,75.9,4.5,956.34,40.2,70.1
25.2,76.9,4.5,1937.88,40.7,100.0
14.5,80.3,4.1,1164.35,42.199999999999996,81.1
2.1,99.9,2.8,209.79000000000002,51.35,45.9
21.2,90.9,8.9,1927.0800000000002,49.900000000000006,93.1
10.9,93.0,5.1,1013.7,49.05,100.0
19.9,80.5,6.3,1601.9499999999998,43.4,100.0
15.2,77.1,5.8,1171.9199999999998,41.449999999999996,100.0
4.2,80.6,3.4,338.52,42.0,65.9
16.2,66.2,7.9,1072.44,37.050000000000004,92.7
30.4,100.0,6.9,3040.0,53.45,100.0
18.5,89.1,4.8,1648.35,46.949999999999996,100.0
14.6,81.8,2.0,1194.28,41.9,71.4
22.5,88.6,5.8,1993.4999999999998,47.199999999999996,100.0
16.5,73.6,4.2,1214.3999999999999,38.9,88.0
16.5,90.0,6.7,1485.0,48.35,94.6
7.4,84.9,8.4,628.2600000000001,46.650000000000006,57.6
16.6,86.4,8.3,1434.2400000000002,47.35,100.0
22.2,72.8,6.3,1616.1599999999999,39.55,100.0
9.1,96.7,5.5,879.97,51.1,85.3
25.0,76.8,6.9,1920.0,41.85,100.0
14.4,85.0,4.2,1224.0,44.6,100.0
8.8,80.5,7.6,708.4000000000001,44.05,69.7
22.0,99.4,3.4,2186.8,51.400000000000006,100.0
13.0,99.0,7.6,1287.0,53.3,96.7
20.3,90.6,7.0,1839.1799999999998,48.8,100.0
13.0,79.6,6.1,1034.8,42.849999999999994,78.1
14.6,91.7,9.5,1338.82,50.6,97.4
18.5,94.7,8.8,1751.95,51.75,89.2
17.0,92.8,5.5,1577.6,49.15,95.3
1.0,95.4,5.5,95.4,50.45,53.7
7.2,92.5,6.7,666.0,49.6,77.0
21.5,90.5,10.0,1945.75,50.25,100.0
14.1,77.0,5.4,1085.7,41.2,82.9
11.3,100.0,8.1,1130.0,54.05,85.8
5.5,86.2,8.8,474.1,47.5,62.4
7.4,71.4,4.4,528.36,37.900000000000006,67.0
0.8,97.3,6.1,77.84,51.699999999999996,77.1
14.3,76.7,9.3,1096.8100000000002,43.0,84.6
10.8,92.8,6.2,1002.24,49.5,58.4
8.2,100.0,5.6,819.9999999999999,52.8,70.3
14.5,80.3,4.1,1164.35,42.199999999999996,95.9
17.5,86.2,3.8,1508.5,45.0,100.0
29.7,77.5,6.4,2301.75,41.95,100.0
4.4,79.5,6.1,349.8,42.8,61.5
23.1,66.2,3.7,1529.2200000000003,34.95,100.0
21.8,87.3,5.6,1903.14,46.449999999999996,100.0
9.5,98.4,2.4,934.8000000000001,50.400000000000006,80.6
16.4,92.6,4.7,1518.6399999999999,48.65,89.9
11.8,80.9,4.3,954.6200000000001,42.6,77.5
16.3,90.8,10.0,1480.04,50.4,99.0
25.6,70.5,5.2,1804.8000000000002,37.85,100.0
19.2,93.5,3.9,1795.2,48.7,100.0
18.6,83.8,5.2,1558.68,44.5,100.0
12.0,79.4,3.2,952.8000000000001,41.300000000000004,75.6
4.6,68.2,3.6,313.71999999999997,35.9,65.0
13.5,85.9,4.7,1159.65,45.300000000000004,80.8
23.4,88.4,8.6,2068.56,48.5,100.0
4.3,98.4,5.7,423.12,52.050000000000004,60.6
7.6,86.5,7.0,657.4,46.75,68.7
15.9,82.4,3.5,1310.16,42.95,99.8
8.1,92.5,6.8,749.25,49.65,76.8
9.5,72.1,4.8,684.9499999999999,38.449999999999996,77.9
12.0,88.1,5.7,1057.1999999999998,46.9,76.4
5.4,83.3,9.1,449.82,46.199999999999996,52.4
8.2,77.6,6.3,636.3199999999999,41.949999999999996,71.6
19.9,93.5,6.6,1860.6499999999999,50.05,100.0
5.8,88.3,7.5,512.14,47.9,65.8
3.8,73.7,9.7,280.06,41.7,54.6
10.6,100.0,3.5,1060.0,51.75,78.0
20.1,73.5,5.7,1477.3500000000001,39.6,98.8
13.6,76.6,8.0,1041.76,42.3,82.4
11.7,84.5,3.9,988.65,44.2,78.2
15.3,70.4,4.4,1077.1200000000001,37.400000000000006,100.0
2.8,76.9,4.6,215.32,40.75,55.4
18.5,70.9,3.5,1311.65,37.2,100.0
17.7,96.8,5.0,1713.36,50.9,84.2
12.1,64.5,7.3,780.4499999999999,35.9,65.3
22.0,79.1,5.7,1740.1999999999998,42.4,100.0
7.1,80.8,5.2,573.68,43.0,84.3
22.9,91.8,4.7,2102.22,48.25,100.0
16.1,80.6,7.4,1297.66,44.0,97.8
12.6,98.2,7.0,1237.32,52.6,86.5
14.9,87.3,6.5,1300.77,46.9,88.8
14.2,82.8,4.3,1175.76,43.55,86.5
23.5,80.2,5.3,1884.7,42.75,100.0
7.5,77.7,2.7,582.75,40.2,81.5
9.7,78.3,8.1,759.5099999999999,43.199999999999996,81.7
22.3,73.0,6.8,1627.9,39.9,84.2
10.8,73.6,4.3,794.88,38.949999999999996,83.7
21.3,86.6,10.0,1844.58,48.3,88.9
26.9,91.2,4.9,2453.2799999999997,48.050000000000004,100.0
12.2,72.5,2.8,884.5,37.65,86.0
19.8,88.0,7.3,1742.4,47.65,82.8
6.9,90.4,8.2,623.7600000000001,49.300000000000004,60.0
20.3,86.0,5.2,1745.8,45.6,98.9
16.4,86.8,5.6,1423.5199999999998,46.199999999999996,96.0
18.3,63.5,5.8,1162.05,34.65,100.0
10.5,84.6,5.1,888.3,44.849999999999994,79.7
3.4,82.1,7.6,279.14,44.849999999999994,71.9
18.5,99.4,7.8,1838.9,53.6,93.8
0.6,69.7,9.6,41.82,39.65,62.7
12.8,80.6,6.9,1031.68,43.75,83.6
21.6,79.4,7.7,1715.0400000000002,43.550000000000004,100.0
16.3,91.3,5.6,1488.19,48.449999999999996,87.1
28.6,82.1,2.4,2348.06,42.25,100.0
22.2,81.3,7.6,1804.86,44.449999999999996,100.0
10.4,94.0,8.1,977.6,51.05,76.6
15.2,89.1,9.6,1354.32,49.349999999999994,79.9
14.7,79.5,7.9,1168.6499999999999,43.7,98.1
3.9,93.4,4.1,364.26,48.75,60.8
8.4,69.6,4.4,584.64,37.0,72.0
11.1,99.8,4.5,1107.78,52.15,83.5
0.7,93.3,5.9,65.30999999999999,49.6,54.2
15.3,89.9,3.6,1375.4700000000003,46.75,88.5
13.3,86.8,4.0,1154.44,45.4,99.2
3.3,90.6,5.8,298.97999999999996,48.199999999999996,47.2
17.8,84.5,5.3,1504.1000000000001,44.9,100.0
20.0,66.0,5.5,1320.0,35.75,100.0
16.6,100.0,3.7,1660.0000000000002,51.85,76.9
12.7,98.7,3.6,1253.49,51.15,93.6
19.1,69.1,6.4,1319.81,37.75,91.5
19.8,96.4,6.9,1908.7200000000003,51.650000000000006,100.0
